iteration,find_best_us,split_us,update_info_us,total_us,active_faces,n_vertices,cascade_activations,faces_created,edges_created,add_face_calls,update_info_calls
4232,0.866,159.662,0.581,161.188,24611,49458,1,48,40,24,28
4233,0.097,205.775,11.972,217.942,24617,49470,2,72,60,36,47
4234,0.051,718.618,15.453,734.208,24631,49498,6,168,140,84,97
4235,0.519,421.156,12.554,434.313,24637,49510,2,72,60,36,46
4236,0.643,1052.91,10.462,1064.1,24659,49554,10,264,220,132,155
4237,0.521,773.792,7.56,782.004,24673,49582,6,168,140,84,100
4238,0.828,0.262,67.99,69.182,24673,49582,0,0,0,0,8
4239,0.097,233.59,1.061,234.842,24677,49590,1,48,40,24,28
4240,0.384,935.765,14.712,950.96,24693,49622,7,192,160,96,116
4241,8007.86,117.715,48.626,8174.36,24695,49626,0,24,20,12,16
4242,0.399,407.049,6.004,413.53,24711,49658,7,192,160,96,116
4243,0.077,130.008,5.326,135.491,24719,49674,3,96,80,48,58
4244,1.463,144.165,0.335,146.043,24729,49694,4,120,100,60,70
4245,0.304,218.916,0.691,219.992,24735,49706,2,72,60,36,40
4246,0.185,295.597,11.109,306.97,24743,49722,3,96,80,48,59
4247,0.051,223.316,11.004,234.451,24749,49734,2,72,60,36,43
4248,0.052,607.117,0.947,608.197,24755,49746,2,72,60,36,43
4249,0.624,0.21,67.699,68.614,24755,49746,0,0,0,0,8
4250,1.376,139.824,26.535,167.836,24757,49750,0,24,20,12,16
4251,1.261,1541.05,18.133,1560.63,24785,49806,13,336,280,168,197
4252,0.713,373.544,12.46,386.819,24795,49826,4,120,100,60,74
4253,7979.06,128.531,39.535,8147.3,24797,49830,0,24,20,12,16
4254,0.256,125.208,12.248,137.809,24801,49838,1,48,40,24,31
4255,0.053,124.86,0.414,125.407,24807,49850,2,72,60,36,43
4256,0.051,171.952,7.307,179.403,24817,49870,4,120,100,60,74
4257,0.23,136.477,0.549,137.342,24821,49878,1,48,40,24,28
4258,7122.56,208.744,15.184,7346.68,24825,49886,1,48,40,24,31
4259,0.148,238.008,9.41,247.643,24833,49902,3,96,80,48,59
4260,6083.91,84.961,26.638,6195.66,24835,49906,0,24,20,12,16
4261,0.182,263.2,10.639,274.104,24843,49922,3,96,80,48,62
4262,0.349,270.232,11.58,282.237,24853,49942,4,120,100,60,73
4263,0.263,146.73,9.497,156.565,24859,49954,2,72,60,36,47
4264,0.046,288.707,10.091,298.925,24873,49982,6,168,140,84,101
4265,0.046,39.135,15.084,54.361,24875,49986,0,24,20,12,16
4266,0.045,670.793,9.487,680.404,24889,50014,6,168,140,84,104
4267,0.246,183.205,12.194,195.765,24893,50022,1,48,40,24,31
4268,0.326,506.689,3.244,510.336,24897,50030,1,48,40,24,28
4269,0.816,202.949,19.513,223.514,24902,50041,2,60,52,30,36
4270,0.258,0.262,64.865,65.479,24902,50041,0,0,0,0,8
4271,0.275,821.5,15.229,837.091,24912,50061,4,120,100,60,77
4272,0.748,1018.98,13.629,1033.44,24930,50097,8,216,180,108,131
4273,8161,129.76,34.507,8325.46,24932,50101,0,24,20,12,16
4274,0.502,323.247,0.56,324.391,24940,50117,3,96,80,48,55
4275,0.233,212.581,6.832,219.734,24949,50136,4,108,92,54,70
4276,0.361,370.427,10.41,381.289,24959,50156,4,120,100,60,74
4277,0.113,161.604,13.667,175.474,24965,50168,2,72,60,36,43
4278,0.154,210.336,0.597,211.167,24973,50184,3,96,80,48,58
4279,8353.4,169.864,37.917,8561.36,24975,50188,0,24,20,12,16
4280,0.57,239.027,17.922,257.618,24981,50200,2,72,60,36,43
4281,0.053,391.117,10.786,402.053,24993,50224,5,144,120,72,89
4282,0.12,181.178,0.931,182.311,24999,50236,2,72,60,36,43
4283,0.159,260.828,11.877,272.957,25007,50252,3,96,80,48,62
4284,0.279,123.969,0.604,124.932,25011,50260,1,48,40,24,28
4285,0.311,287.187,14.62,302.216,25019,50276,3,96,80,48,59
4286,0.08,135.988,0.588,136.738,25022,50283,1,36,32,18,21
4287,0.052,159.718,8.751,168.615,25027,50294,2,60,52,30,40
4288,0.05,859.992,14.875,875.008,25036,50313,4,108,92,54,64
4289,0.453,929.545,24.38,954.465,25050,50341,6,168,140,84,98
4290,0.504,188.06,13.95,202.603,25055,50352,2,60,52,30,36
4291,0.278,187.65,13.901,201.91,25059,50360,1,48,40,24,31
4292,0.056,672.78,15.283,688.197,25065,50372,2,72,60,36,43
4293,0.781,1027.2,20.598,1048.66,25079,50400,6,168,140,84,98
4294,0.774,422.343,13.488,436.699,25090,50423,5,132,112,66,82
4295,0.101,519.288,37.324,557.025,25092,50427,0,24,20,12,16
4296,8271.87,277.656,0.56,8550.24,25098,50439,2,72,60,36,40
4297,0.208,184.017,12.679,196.988,25104,50451,2,72,60,36,43
4298,0.122,338.409,13.692,352.298,25114,50471,4,120,100,60,74
4299,0.109,218.842,0.634,219.661,25122,50487,3,96,80,48,55
4300,1.246,791.206,9.714,802.367,25144,50531,10,264,220,132,161
4301,0.194,200.271,11.982,212.523,25150,50543,2,72,60,36,43
4302,0.086,694.056,17.939,712.154,25158,50559,3,96,80,48,58
4303,0.19,231.857,0.462,232.597,25166,50575,3,96,80,48,55
4304,0.101,772.937,12.392,785.511,25176,50595,4,120,100,60,70
4305,0.417,825.882,0.72,827.108,25186,50615,4,120,100,60,70
4306,8591.96,129.978,31.724,8753.84,25188,50619,0,24,20,12,16
4307,0.328,264.767,12.282,277.466,25198,50639,4,120,100,60,70
4308,0.134,218.475,0.392,219.081,25208,50659,4,120,100,60,70
4309,0.052,185.443,7.601,193.173,25218,50679,4,120,100,60,70
4310,0.211,570.215,28.92,599.435,25236,50715,8,216,180,108,128
4311,0.217,829.253,37.279,866.831,25248,50739,5,144,120,72,85
4312,0.774,191.002,14.849,206.715,25252,50747,1,48,40,24,31
4313,7755.46,219.84,14.755,7990.2,25256,50755,1,48,40,24,31
4314,5960.32,103.676,38.284,6102.44,25258,50759,0,24,20,12,16
4315,0.463,539.281,11.27,551.11,25272,50787,6,168,140,84,101
4316,0.31,122.887,11.478,134.765,25276,50795,1,48,40,24,31
4317,0.081,174.916,10.784,185.876,25282,50807,2,72,60,36,47
4318,0.162,191.924,0.491,192.658,25290,50823,3,96,80,48,55
4319,0.13,405.667,0.543,406.42,25304,50851,6,168,140,84,97
4320,0.154,791.517,15.033,806.784,25318,50879,6,168,140,84,97
4321,0.57,55.155,18.317,74.132,25320,50883,0,24,20,12,16
4322,0.149,639.016,15.194,654.443,25328,50899,3,96,80,48,58
4323,0.396,796.128,20.729,817.344,25344,50931,7,192,160,96,116
4324,5.709,194.276,0.461,200.526,25348,50939,1,48,40,24,28
4325,0.108,952.168,11.571,963.931,25362,50967,6,168,140,84,100
4326,0.713,307.012,12.39,320.21,25372,50987,4,120,100,60,70
4327,0.134,458.886,0.839,459.939,25376,50995,1,48,40,24,28
4328,9012.25,99.502,30.599,9142.54,25377,50998,0,12,12,6,9
4329,7320.49,226.03,1.182,7547.88,25381,51006,1,48,40,24,28
4330,1.597,254.844,0.798,257.356,25385,51014,1,48,40,24,28
4331,0.4,446.049,13.519,460.063,25393,51030,3,96,80,48,59
4332,1.451,177.921,8.226,187.753,25397,51038,1,48,40,24,31
4333,0.314,162.382,9.351,172.138,25401,51046,1,48,40,24,31
4334,0.463,288.539,12.628,301.736,25407,51058,2,72,60,36,47
4335,7929.31,124.062,37.265,8090.82,25409,51062,0,24,20,12,16
4336,0.537,327.688,10.574,338.894,25417,51078,3,96,80,48,62
4337,0.069,102.874,13.158,116.19,25421,51086,1,48,40,24,31
4338,0.051,241.302,0.643,242.076,25429,51102,3,96,80,48,55
4339,0.107,312.681,11.054,323.93,25439,51122,4,120,100,60,77
4340,0.102,123.077,11.073,134.341,25445,51134,2,72,60,36,43
4341,0.051,282.596,7.549,290.275,25459,51162,6,168,140,84,98
4342,0.124,665.519,0.813,666.539,25471,51186,5,144,120,72,82
4343,0.665,245.144,39.574,285.478,25473,51190,0,24,20,12,16
4344,0.525,0.035,42.877,43.539,25473,51190,0,0,0,0,7
4345,0.161,259.222,9.444,268.916,25481,51206,3,96,80,48,55
4346,0.126,646.1,6.154,652.476,25495,51234,6,168,140,84,101
4347,0.603,597.221,0.845,598.748,25505,51254,4,120,100,60,70
4348,0.571,559.838,10.225,570.728,25515,51274,4,120,100,60,70
4349,0.578,272.098,0.394,273.156,25525,51294,4,120,100,60,70
4350,0.358,822.944,15.905,839.306,25535,51314,4,120,100,60,74
4351,0.448,936.971,15.101,952.619,25551,51346,7,192,160,96,116
4352,0.61,726.103,16.772,743.586,25563,51370,5,144,120,72,85
4353,7459.36,213.915,16.117,7689.69,25567,51378,1,48,40,24,31
4354,6152.21,199.967,0.754,6353.1,25571,51386,1,48,40,24,28
4355,0.313,252.512,0.397,253.295,25581,51406,4,120,100,60,70
4356,0.119,278.747,10.124,289.081,25591,51426,4,120,100,60,74
4357,0.104,204.799,0.755,205.736,25599,51442,3,96,80,48,55
4358,0.05,172.142,10.193,182.47,25607,51458,3,96,80,48,55
4359,0.052,723.587,48.977,772.699,25623,51490,7,192,160,96,113
4360,0.7,0.261,56.459,57.495,25623,51490,0,0,0,0,7
4361,0.104,477.994,11.4,489.58,25635,51514,5,144,120,72,86
4362,0.105,619.826,0.624,620.638,25641,51526,2,72,60,36,43
4363,0.495,789.979,36.82,827.391,25653,51550,5,144,120,72,89
4364,0.758,1102.84,12.084,1115.77,25671,51586,8,216,180,108,131
4365,0.631,1266.79,17.612,1285.13,25693,51630,10,264,220,132,158
4366,8407.29,293.071,0.957,8701.46,25699,51642,2,72,60,36,43
4367,0.439,294.157,8.635,303.31,25713,51670,6,168,140,84,101
4368,0.128,315.188,0.323,315.727,25727,51698,6,168,140,84,94
4369,0.115,125.222,7.087,132.522,25737,51718,4,120,100,60,70
4370,0.057,109.129,9.511,118.795,25741,51726,1,48,40,24,31
4371,0.144,994.736,17.692,1012.66,25759,51762,8,216,180,108,125
4372,0.653,359.354,0.399,360.486,25769,51782,4,120,100,60,73
4373,0.119,608.995,9.147,618.349,25779,51802,4,120,100,60,73
4374,0.491,168.148,8.776,177.502,25785,51814,2,72,60,36,46
4375,0.281,586.939,0.622,587.932,25791,51826,2,72,60,36,43
4376,0.702,273.812,16.836,291.448,25797,51838,2,72,60,36,43
4377,0.25,694.08,15.627,710.055,25805,51854,3,96,80,48,59
4378,0.773,0.183,47.639,48.689,25805,51854,0,0,0,0,6
4379,0.421,423.784,13.278,437.591,25815,51874,4,120,100,60,74
4380,0.207,378.756,21.411,400.466,25819,51882,1,48,40,24,31
4381,0.132,785.955,29.411,815.586,25831,51906,5,144,120,72,89
4382,0.583,249.951,13.484,264.101,25837,51918,2,72,60,36,46
4383,0.057,272.733,12.167,285.041,25845,51934,3,96,80,48,62
4384,0.245,788.232,10.828,799.388,25859,51962,6,168,140,84,101
4385,0.463,769.867,0.533,770.936,25869,51982,4,120,100,60,70
4386,0.397,792.716,7.243,800.441,25885,52014,7,192,160,96,119
4387,0.585,163.963,16.153,180.799,25889,52022,1,48,40,24,31
4388,0.051,741.886,12.21,754.242,25897,52038,3,96,80,48,62
4389,0.525,67.858,19.94,88.421,25899,52042,0,24,20,12,16
4390,0.059,0.132,58.849,59.119,25899,52042,0,0,0,0,8
4391,0.198,267.228,16.187,283.717,25905,52054,2,72,60,36,43
4392,0.123,732.505,10.646,743.364,25915,52074,4,120,100,60,71
4393,0.373,148.513,20.958,169.918,25919,52082,1,48,40,24,31
4394,0.302,920.507,1.19,922.077,25931,52106,5,144,120,72,85
4395,0.824,145.911,0.474,147.289,25935,52114,1,48,40,24,28
4396,0.279,587.71,33.097,621.18,25941,52126,2,72,60,36,43
4397,0.621,732.099,10.44,743.253,25955,52154,6,168,140,84,101
4398,0.832,0.162,44.327,45.46,25955,52154,0,0,0,0,6
4399,0.201,342.102,11.546,353.943,25963,52170,3,96,80,48,59
4400,1.075,792.962,11.873,806.044,25973,52190,4,120,100,60,74
4401,0.5,129.888,10.677,141.243,25977,52198,1,48,40,24,31
4402,0.058,1656.21,12.105,1668.48,26001,52246,11,288,240,144,176
4403,0.625,258.792,7.284,266.794,26009,52262,3,96,80,48,62
4404,0.071,372.949,12.648,385.765,26013,52270,1,48,40,24,31
4405,0.557,438.179,12.686,451.526,26023,52290,4,120,100,60,71
4406,0.229,301.278,24.801,326.432,26027,52298,1,48,40,24,31
4407,0.165,277.896,0.615,278.765,26035,52314,3,96,80,48,55
4408,0.207,243.683,11.732,255.715,26041,52326,2,72,60,36,47
4409,0.216,534.279,13.754,548.332,26047,52338,2,72,60,36,43
4410,0.425,181.445,0.501,182.441,26053,52350,2,72,60,36,40
4411,0.047,726.07,11.421,737.626,26067,52378,6,168,140,84,98
4412,0.406,1192.32,26.143,1218.95,26089,52422,10,264,220,132,149
4413,0.989,1094.5,23.068,1118.69,26105,52454,7,192,160,96,116
4414,0.631,520.689,10.715,532.132,26117,52478,5,144,120,72,89
4415,0.19,404.402,19.179,423.849,26121,52486,1,48,40,24,31
4416,0.55,343.317,24.053,368.003,26131,52506,4,120,100,60,77
4417,0.106,265.645,44.132,310.027,26133,52510,0,24,20,12,16
4418,0.605,483.138,11.987,495.829,26143,52530,4,120,100,60,73
4419,0.132,579.236,14.571,594.036,26151,52546,3,96,80,48,58
4420,0.929,104.129,35.408,140.567,26153,52550,0,24,20,12,16
4421,0.213,3017.22,33.006,3050.53,26167,52578,6,168,140,84,101
4422,0.587,0.125,41.755,42.562,26167,52578,0,0,0,0,6
4423,0.315,396.252,12.583,409.238,26175,52594,3,96,80,48,59
4424,0.293,565.402,17.403,583.196,26179,52602,1,48,40,24,31
4425,0.646,356.991,11.429,369.166,26187,52620,4,96,84,48,60
4426,0.156,532.363,18.751,551.37,26195,52636,3,96,80,48,58
4427,0.44,203.068,12.243,215.849,26200,52647,2,60,52,30,36
4428,0.165,0.037,27.086,27.387,26200,52647,0,0,0,0,6
4429,0.282,139.379,31.735,171.497,26202,52651,0,24,20,12,16
4430,0.069,492.351,13.054,505.572,26210,52667,3,96,80,48,59
4431,0.489,380.37,6.314,387.271,26220,52687,4,120,100,60,77
4432,0.156,659.614,7.524,667.374,26234,52715,6,168,140,84,101
4433,0.524,1363.02,13.683,1377.31,26258,52763,11,288,240,144,167
4434,0.735,972.961,10.383,984.172,26280,52807,10,264,220,132,155
4435,0.474,243.677,18.881,263.178,26284,52815,1,48,40,24,31
4436,0.945,934.253,13.088,948.38,26302,52851,8,216,180,108,128
4437,8083.59,130.023,46.527,8260.3,26304,52855,0,24,20,12,16
4438,0.274,254.373,11.701,266.438,26312,52871,3,96,80,48,59
4439,0.295,184.989,14.181,199.551,26318,52883,2,72,60,36,43
4440,0.158,151.731,12.239,164.209,26324,52895,2,72,60,36,43
4441,8016.98,101.912,34.612,8153.69,26326,52899,0,24,20,12,16
4442,0.132,562.776,11.814,574.811,26344,52935,8,216,180,108,125
4443,0.104,345.792,9.976,355.962,26360,52967,7,192,160,96,116
4444,0.102,232.474,10.748,243.412,26370,52987,4,120,100,60,71
4445,0.182,302.346,9.071,311.689,26378,53003,3,96,80,48,62
4446,0.124,134.705,10.659,145.575,26382,53011,1,48,40,24,31
4447,0.052,554.446,26.147,580.764,26390,53027,3,96,80,48,55
4448,0.52,263.705,11.358,275.676,26396,53039,2,72,60,36,47
4449,0.163,400.614,10.97,411.86,26408,53063,5,144,120,72,86
4450,0.049,436.766,0.584,437.477,26414,53075,2,72,60,36,40
4451,0.789,394.959,23.271,419.109,26422,53091,3,96,80,48,58
4452,0.517,368.125,0.993,369.717,26430,53107,3,96,80,48,55
4453,0.152,414.991,18.444,433.683,26434,53115,1,48,40,24,31
4454,0.601,266.577,18.703,285.994,26440,53127,2,72,60,36,43
4455,0.253,175.521,0.922,176.829,26444,53135,1,48,40,24,28
4456,0.081,812.366,14.805,827.34,26456,53159,5,144,120,72,89
4457,0.645,588.17,26.847,615.764,26462,53171,2,72,60,36,43
4458,8266.19,266.569,16.636,8549.57,26468,53183,2,72,60,36,43
4459,0.168,260.148,16.058,276.446,26476,53199,3,96,80,48,58
4460,0.3,348.828,11.654,360.859,26488,53223,5,144,120,72,82
4461,0.211,101.692,9.991,111.972,26492,53231,1,48,40,24,31
4462,0.046,44.239,13.431,57.794,26494,53235,0,24,20,12,16
4463,0.098,210.719,12.183,223.14,26502,53251,3,96,80,48,58
4464,0.146,581.466,9.335,591.022,26522,53291,9,240,200,120,143
4465,7215.56,99.414,26.99,7342.14,26524,53295,0,24,20,12,16
4466,0.22,228.864,9.294,238.483,26530,53307,2,72,60,36,47
4467,0.089,140.556,9.817,150.548,26536,53319,2,72,60,36,43
4468,6310.82,178.781,0.71,6490.49,26540,53327,1,48,40,24,28
4469,0.282,345.96,10.132,356.458,26552,53351,5,144,120,72,89
4470,0.272,237.571,0.593,238.518,26560,53367,3,96,80,48,55
4471,0.13,222.873,10.765,233.85,26570,53387,4,120,100,60,70
4472,7401.86,104.902,56.22,7563.14,26572,53391,0,24,20,12,16
4473,0.393,335.902,13.187,349.571,26582,53411,4,120,100,60,70
4474,0.185,420.909,10.25,431.434,26600,53447,8,216,180,108,128
4475,0.125,317.131,0.454,317.786,26614,53475,6,168,140,84,97
4476,0.065,127.967,10.558,138.68,26620,53487,2,72,60,36,46
4477,0.253,274.844,0.431,275.614,26628,53503,3,96,80,48,55
4478,0.05,607.742,16.844,624.725,26638,53523,4,120,100,60,74
4479,0.481,1033.32,16.836,1050.73,26654,53555,7,192,160,96,116
4480,0.669,493.363,63.532,557.655,26662,53571,3,96,80,48,59
4481,0.681,437.76,12.049,450.581,26670,53587,3,96,80,48,62
4482,0.433,487.238,23.631,511.391,26678,53603,3,96,80,48,58
4483,0.422,812.104,0.42,813.023,26694,53635,7,192,160,96,109
4484,0.695,0.173,79.416,80.362,26694,53635,0,0,0,0,8
4485,0.178,267.927,9.963,278.151,26702,53651,3,96,80,48,58
4486,0.062,90.987,0.349,91.475,26706,53659,1,48,40,24,28
4487,0.049,565.853,6.786,572.773,26716,53679,4,120,100,60,70
4488,0.533,716.354,6.396,723.369,26730,53707,6,168,140,84,101
4489,0.894,867.22,9.535,877.734,26746,53739,7,192,160,96,116
4490,0.691,811.037,14.033,825.839,26760,53767,6,168,140,84,98
4491,8263.12,126.859,43.102,8433.29,26762,53771,0,24,20,12,16
4492,0.307,491.492,5.846,497.729,26786,53819,11,288,240,144,173
4493,7257.6,134.978,46.466,7439.21,26788,53823,0,24,20,12,16
4494,0.206,322.333,8.683,331.317,26800,53847,5,144,120,72,85
4495,0.136,146.89,0.37,147.481,26810,53867,4,120,100,60,73
4496,0.082,224.614,7.714,232.504,26826,53899,7,192,160,96,119
4497,0.059,69.869,6.631,76.654,26830,53907,1,48,40,24,31
4498,0.22,182.782,17.895,201.097,26836,53919,2,72,60,36,43
4499,0.478,85.1,25.983,111.655,26838,53923,0,24,20,12,16
4500,0.05,265.221,9.233,274.587,26846,53939,3,96,80,48,59
4501,0.13,718.707,11.667,730.593,26856,53959,4,120,100,60,74
4502,0.505,242.26,8.678,251.536,26864,53975,3,96,80,48,62
4503,0.269,668.272,11.477,680.102,26876,53999,5,144,120,72,86
4504,7629.41,86.099,45.476,7761.14,26878,54003,0,24,20,12,16
4505,0.272,274.55,13.48,288.512,26886,54019,3,96,80,48,58
4506,0.16,178.369,0.567,179.17,26892,54031,2,72,60,36,43
4507,0.045,213.869,10.462,224.457,26900,54047,3,96,80,48,59
4508,9,470.886,10.095,490.066,26920,54087,9,240,200,120,143
4509,0.368,254.063,11.839,266.36,26928,54103,3,96,80,48,58
4510,0.24,208.394,0.588,209.299,26934,54115,2,72,60,36,43
4511,0.045,80.002,21.584,101.718,26936,54119,0,24,20,12,16
4512,0.046,743.169,14.832,758.137,26948,54143,5,144,120,72,83
4513,0.605,657.155,20.368,678.217,26956,54159,3,96,80,48,58
4514,0.779,420.194,12.969,434.034,26964,54175,3,96,80,48,59
4515,0.275,650.349,20.532,671.252,26972,54191,3,96,80,48,55
4516,0.65,0.04,41.614,42.404,26972,54191,0,0,0,0,5
4517,0.323,767.092,6.382,773.897,26984,54215,5,144,120,72,82
4518,8197.97,175.127,38.366,8411.61,26986,54219,0,24,20,12,16
4519,1.379,257.052,0.717,259.295,26990,54227,1,48,40,24,28
4520,0.403,87.224,33.356,121.073,26992,54231,0,24,20,12,16
4521,0.32,0.218,62.898,63.527,26992,54231,0,0,0,0,8
4522,0.328,591.301,14.815,606.59,27008,54263,7,192,160,96,113
4523,0.526,274.9,12.881,288.394,27014,54275,2,72,60,36,46
4524,0.12,260.164,0.693,261.059,27022,54291,3,96,80,48,55
4525,0.337,157.1,0.607,158.122,27026,54299,1,48,40,24,28
4526,0.137,360.047,11.576,371.848,27038,54323,5,144,120,72,86
4527,0.106,746.209,29.706,776.112,27048,54343,4,120,100,60,71
4528,0.639,250.883,0.397,251.999,27054,54355,2,72,60,36,40
4529,0.119,822.529,0.667,823.402,27064,54375,4,120,100,60,70
4530,0.407,829.718,7.388,837.606,27078,54403,6,168,140,84,101
4531,1.733,78.625,26.436,106.893,27080,54407,0,24,20,12,16
4532,0.083,805.436,41.359,846.953,27092,54431,5,144,120,72,86
4533,0.482,807.527,13.5,821.596,27108,54463,7,192,160,96,113
4534,0.305,361.061,15.067,376.527,27114,54475,2,72,60,36,43
4535,0.508,771.775,13.999,786.377,27128,54503,6,168,140,84,104
4536,0.457,147.841,0.692,149.069,27132,54511,1,48,40,24,28
4537,0.196,64.846,22.341,87.479,27134,54515,0,24,20,12,16
4538,0.268,65.428,22.681,88.474,27136,54519,0,24,20,12,16
4539,0.116,657.958,11.502,669.671,27146,54539,4,120,100,60,74
4540,0.585,151.116,14.151,165.942,27150,54547,1,48,40,24,31
4541,0.082,360.365,0.45,360.974,27154,54555,1,48,40,24,28
4542,0.547,948.282,14.104,963.024,27172,54591,8,216,180,108,128
4543,0.319,215.79,0.345,216.533,27180,54607,3,96,80,48,55
4544,9597.68,115.31,39.506,9752.7,27182,54611,0,24,20,12,16
4545,0.375,175.497,6.627,182.576,27190,54627,3,96,80,48,58
4546,0.051,173.228,0.295,173.649,27200,54647,4,120,100,60,67
4547,0.053,243.762,13.578,257.481,27208,54663,3,96,80,48,58
4548,0.098,164.253,0.623,165.055,27214,54675,2,72,60,36,43
4549,0.107,0.063,30.526,30.787,27214,54675,0,0,0,0,5
4550,1.196,213.81,17.965,233.166,27218,54683,1,48,40,24,31
4551,0.053,499.158,12.434,511.72,27232,54711,6,168,140,84,98
4552,0.168,101.627,0.398,102.267,27236,54719,1,48,40,24,28
4553,0.05,948.105,12.631,960.88,27256,54759,9,240,200,120,140
4554,0.452,734.587,16.798,751.923,27264,54775,3,96,80,48,58
4555,0.813,441.232,23.148,465.287,27274,54795,4,120,100,60,74
4556,0.196,561.656,14.984,576.982,27278,54803,1,48,40,24,31
4557,0.719,404.974,12.192,418.029,27288,54823,4,120,100,60,74
4558,0.305,388.474,43.325,432.194,27290,54827,0,24,20,12,16
4559,0.641,211.345,17.912,229.978,27294,54835,1,48,40,24,31
4560,0.28,0.242,62.023,62.634,27294,54835,0,0,0,0,8
4561,0.351,194.56,0.639,195.628,27298,54843,1,48,40,24,28
4562,0.2,968.954,12.492,981.728,27314,54875,7,192,160,96,113
4563,8528.41,210.136,0.946,8739.63,27318,54883,1,48,40,24,28
4564,0.194,55.364,19.377,75.024,27320,54887,0,24,20,12,16
4565,0.067,271.276,10.772,282.199,27328,54903,3,96,80,48,62
4566,0.099,0.041,35.742,35.974,27328,54903,0,0,0,0,8
4567,0.091,233.733,10.88,244.801,27336,54919,3,96,80,48,58
4568,0.051,121.75,10.343,132.228,27342,54931,2,72,60,36,43
4569,7027.13,111.9,33.243,7172.44,27344,54935,0,24,20,12,16
4570,0.185,212.699,10.989,223.952,27350,54947,2,72,60,36,47
4571,0.232,223.132,12.338,235.769,27356,54959,2,72,60,36,46
4572,0.156,205.742,8.825,214.801,27364,54975,3,96,80,48,59
4573,0.174,288.674,7.979,296.905,27378,55003,6,168,140,84,104
4574,0.108,128.091,0.311,128.58,27386,55019,3,96,80,48,55
4575,0.182,159.107,13.903,173.273,27390,55027,1,48,40,24,31
4576,0.131,280.346,8.855,289.41,27400,55047,4,120,100,60,74
4577,0.102,975.131,21.419,996.742,27412,55071,5,144,120,72,85
4578,0.56,256.022,0.385,257.044,27420,55087,3,96,80,48,55
4579,0.213,957.72,11.452,969.486,27434,55115,6,168,140,84,101
4580,8392.36,74.781,31.491,8498.78,27435,55118,0,12,12,6,9
4581,0.329,388.954,10.94,400.307,27447,55142,5,144,120,72,86
4582,0.061,127.311,11.568,139.028,27453,55154,2,72,60,36,43
4583,0.098,312.864,9.292,322.335,27469,55186,7,192,160,96,113
4584,0.052,55.499,0.27,55.89,27473,55194,1,48,40,24,28
4585,0.101,323.782,8.785,332.741,27489,55226,7,192,160,96,109
4586,0.045,744.203,26.429,770.756,27499,55246,4,120,100,60,74
4587,0.563,148.077,9.002,157.733,27503,55254,1,48,40,24,31
4588,0.062,848.591,29.623,878.362,27515,55278,5,144,120,72,86
4589,0.533,769.022,30.567,800.201,27529,55306,6,168,140,84,101
4590,0.404,260.301,6.402,267.194,27535,55318,2,72,60,36,47
4591,0.119,163.517,0.316,164.029,27543,55334,3,96,80,48,55
4592,0.067,682.512,7.094,689.759,27555,55358,5,144,120,72,89
4593,0.448,950.399,9.811,960.741,27571,55390,7,192,160,96,113
4594,9048.28,95.839,35.742,9180.01,27573,55394,0,24,20,12,16
4595,0.24,212.544,0.426,213.289,27581,55410,3,96,80,48,55
4596,0.08,329.953,6.34,336.45,27599,55446,8,216,180,108,124
4597,0.07,131.979,0.326,132.451,27609,55466,4,120,100,60,70
4598,0.065,55.442,5.838,61.43,27613,55474,1,48,40,24,31
4599,0.054,222.643,7.338,230.12,27629,55506,7,192,160,96,113
4600,1.33,612.498,9.323,623.308,27641,55530,5,144,120,72,89
4601,0.314,114.815,6.311,121.53,27645,55538,1,48,40,24,31
4602,8115.67,131.608,34.636,8282.08,27647,55542,0,24,20,12,16
4603,0.413,111.519,0.333,112.337,27651,55550,1,48,40,24,28
4604,6715.37,102.255,32.137,6850.08,27653,55554,0,24,20,12,16
4605,0.298,236.926,6.047,243.353,27669,55586,7,192,160,96,116
4606,0.297,324.738,5.49,330.601,27693,55634,11,288,240,144,173
4607,0.099,145.884,6.64,152.708,27701,55650,3,96,80,48,58
4608,0.048,936.756,9.81,946.696,27725,55698,11,288,240,144,170
4609,0.542,1522.99,11.7,1535.32,27755,55758,14,360,300,180,206
4610,0.562,480.07,0.458,481.168,27759,55766,1,48,40,24,28
4611,0.423,907.474,8.188,916.175,27775,55798,7,192,160,96,112
4612,0.425,282.176,0.358,283.044,27785,55818,4,120,100,60,70
4613,0.16,1042.84,11.684,1054.77,27801,55850,7,192,160,96,113
4614,0.539,645.805,0.545,646.968,27807,55862,2,72,60,36,40
4615,0.808,183.4,0.666,184.951,27811,55870,1,48,40,24,28
4616,0.237,1110.06,13.84,1124.22,27827,55902,7,192,160,96,116
4617,0.555,407.254,33.494,441.454,27833,55914,2,72,60,36,43
4618,0.636,416.546,12.439,429.712,27841,55930,3,96,80,48,59
4619,0.079,660.666,11.895,672.779,27855,55958,6,168,140,84,101
4620,0.866,798.706,6.646,806.305,27875,55998,9,240,200,120,143
4621,0.899,975.997,13.719,990.709,27889,56026,6,168,140,84,104
4622,0.448,433.74,15.244,449.532,27895,56038,2,72,60,36,47
4623,0.473,255.979,0.593,257.138,27901,56050,2,72,60,36,43
4624,0.471,1072.63,11.634,1084.86,27921,56090,9,240,200,120,140
4625,0.305,555.399,0.476,556.257,27929,56106,3,96,80,48,55
4626,0.467,238.431,6.053,245.034,27939,56126,4,120,100,60,70
